RecordName,Simulation,Oracles,MISC,E2E,RetryNo
Generation0_Scenario1,11.24,1.38,1.80,14.42,1
Generation0_Scenario2,11.24,1.43,2.09,14.76,1
Generation0_Scenario3,11.23,1.46,3.10,15.79,1
Generation0_Scenario4,11.24,1.51,1.56,14.31,1
Generation0_Scenario5,11.21,1.59,2.28,15.08,1
Generation0_Scenario6,11.25,1.44,2.31,15.00,1
Generation0_Scenario7,11.22,1.41,2.14,14.78,1
Generation0_Scenario8,11.24,1.43,1.60,14.27,1
Generation0_Scenario9,11.26,1.58,2.26,15.09,1
Generation0_Scenario10,11.22,1.47,2.44,15.13,1
Generation0_Scenario11,11.24,1.52,1.95,14.71,1
Generation0_Scenario12,11.23,1.50,2.39,15.12,1
Generation0_Scenario13,11.27,1.52,2.50,15.29,1
Generation0_Scenario14,11.21,1.44,3.24,15.89,1
Generation0_Scenario15,11.21,1.45,1.73,14.40,1
Generation0_Scenario16,11.26,1.42,2.27,14.95,1
Generation0_Scenario17,11.25,1.47,1.58,14.30,1
Generation0_Scenario18,11.25,1.43,2.45,15.13,1
Generation0_Scenario19,11.23,1.43,2.10,14.76,1
Generation0_Scenario20,11.23,1.39,2.08,14.70,1
Generation0_Scenario21,11.22,1.54,2.25,15.00,1
Generation0_Scenario22,11.25,1.46,2.39,15.10,1
Generation0_Scenario23,11.26,1.44,2.04,14.74,1
Generation0_Scenario24,11.27,1.40,1.83,14.50,1
Generation0_Scenario25,11.21,1.49,1.47,14.17,1
Generation0_Scenario26,11.24,1.43,2.05,14.71,1
Generation0_Scenario27,11.26,1.48,2.11,14.86,1
Generation0_Scenario28,11.22,1.45,2.05,14.72,1
Generation0_Scenario29,11.22,1.39,1.29,13.89,1
Generation0_Scenario30,11.24,1.50,1.99,14.73,1
Generation0_Scenario31,11.24,1.44,1.60,14.28,1
Generation0_Scenario32,11.19,1.44,1.97,14.60,1
Generation0_Scenario33,11.25,1.42,1.88,14.55,1
Generation0_Scenario34,11.25,1.46,3.34,16.05,1
Generation0_Scenario35,11.22,1.43,1.72,14.37,1
Generation0_Scenario36,11.26,1.50,2.01,14.77,1
Generation0_Scenario37,11.28,1.46,2.36,15.10,1
Generation0_Scenario38,11.24,1.40,1.75,14.39,1
Generation0_Scenario39,11.23,1.46,1.76,14.44,1
Generation0_Scenario40,11.22,1.39,1.82,14.42,1
Generation0_Scenario41,11.21,1.46,2.79,15.46,1
Generation0_Scenario42,11.24,1.44,2.37,15.05,1
Generation0_Scenario43,11.21,1.53,2.04,14.78,1
Generation0_Scenario44,11.25,1.42,1.95,14.61,1
Generation0_Scenario45,11.23,1.45,1.84,14.53,1
Generation0_Scenario46,11.24,1.38,2.19,14.81,1
Generation0_Scenario47,11.22,1.42,2.44,15.08,1
Generation0_Scenario48,11.23,1.41,2.15,14.79,1
Generation0_Scenario49,22.50,2.95,3.53,28.99,2
Generation0_Scenario50,11.21,1.41,2.29,14.90,1
Generation1_Scenario1,11.24,1.56,2.31,15.11,1
Generation1_Scenario2,11.28,1.51,2.33,15.12,1
Generation1_Scenario3,11.26,1.43,2.00,14.69,1
Generation1_Scenario4,11.22,2.53,2.55,16.30,1
Generation1_Scenario5,11.25,1.42,1.91,14.57,1
Generation1_Scenario6,11.25,1.44,2.46,15.15,1
Generation1_Scenario7,22.49,3.00,2.80,28.29,2
Generation1_Scenario8,11.21,1.42,2.17,14.79,1
Generation1_Scenario9,11.24,1.46,2.60,15.30,1
Generation1_Scenario10,11.24,1.43,1.92,14.59,1
Generation1_Scenario11,11.27,1.41,2.06,14.74,1
Generation1_Scenario12,11.24,1.43,2.89,15.56,1
Generation1_Scenario13,11.26,1.44,2.33,15.03,1
Generation1_Scenario14,11.22,1.41,1.77,14.40,1
Generation1_Scenario15,11.26,1.44,1.54,14.24,1
Generation1_Scenario16,11.21,1.41,1.86,14.47,1
Generation1_Scenario17,11.25,1.49,1.65,14.39,1
Generation1_Scenario18,11.28,1.57,2.06,14.90,1
Generation1_Scenario19,11.26,1.51,2.54,15.31,1
Generation1_Scenario20,11.23,1.45,2.22,14.90,1
Generation1_Scenario21,11.26,1.49,2.31,15.05,1
Generation1_Scenario22,11.28,1.50,2.04,14.82,1
Generation1_Scenario23,11.23,1.43,2.02,14.67,1
Generation1_Scenario24,11.21,1.43,1.68,14.32,1
Generation1_Scenario25,11.22,1.43,1.61,14.26,1
Generation1_Scenario26,11.26,1.47,2.22,14.95,1
Generation1_Scenario27,11.25,1.51,2.00,14.77,1
Generation1_Scenario28,22.47,2.85,3.34,28.66,2
Generation1_Scenario29,11.26,1.43,1.75,14.44,1
Generation1_Scenario30,11.20,1.36,2.38,14.94,1
Generation1_Scenario31,11.22,1.38,2.12,14.73,1
Generation1_Scenario32,11.22,1.51,2.25,14.99,1
Generation1_Scenario33,11.21,1.41,1.86,14.48,1
Generation1_Scenario34,11.26,1.42,1.59,14.27,1
Generation1_Scenario35,11.24,1.44,1.66,14.34,1
Generation1_Scenario36,11.23,1.45,2.34,15.01,1
Generation1_Scenario37,11.27,1.44,2.20,14.90,1
Generation1_Scenario38,11.21,1.42,2.09,14.73,1
Generation1_Scenario39,11.24,1.45,1.75,14.43,1
Generation1_Scenario40,11.24,1.42,2.14,14.80,1
Generation1_Scenario41,11.21,1.43,1.83,14.48,1
Generation1_Scenario42,11.23,1.40,1.85,14.48,1
Generation1_Scenario43,11.22,1.44,2.14,14.80,1
Generation1_Scenario44,11.21,1.43,1.91,14.56,1
Generation1_Scenario45,11.21,1.39,1.92,14.52,1
Generation1_Scenario46,11.22,1.48,1.87,14.57,1
Generation1_Scenario47,11.23,1.42,2.72,15.37,1
Generation1_Scenario48,11.24,1.38,2.25,14.87,1
Generation1_Scenario49,11.24,1.43,2.17,14.84,1
Generation1_Scenario50,11.23,1.41,1.91,14.55,1
Generation2_Scenario1,11.27,1.42,1.97,14.65,1
Generation2_Scenario2,11.22,1.45,2.28,14.95,1
Generation2_Scenario3,11.29,1.54,1.80,14.63,1
Generation2_Scenario4,11.23,1.47,1.88,14.57,1
Generation2_Scenario5,11.20,1.45,2.24,14.88,1
Generation2_Scenario6,11.24,1.49,2.77,15.50,1
Generation2_Scenario7,11.24,1.50,1.86,14.59,1
Generation2_Scenario8,11.24,1.47,1.61,14.32,1
Generation2_Scenario9,11.24,1.51,2.76,15.52,1
Generation2_Scenario10,11.24,1.50,1.87,14.61,1
Generation2_Scenario11,11.24,1.43,1.70,14.36,1
Generation2_Scenario12,11.24,1.45,1.86,14.55,1
Generation2_Scenario13,11.25,1.44,2.35,15.03,1
Generation2_Scenario14,11.23,1.56,1.98,14.77,1
Generation2_Scenario15,11.23,1.40,1.59,14.22,1
Generation2_Scenario16,11.26,1.41,1.53,14.20,1
Generation2_Scenario17,11.25,1.48,1.34,14.06,1
Generation2_Scenario18,11.24,1.47,2.13,14.84,1
Generation2_Scenario19,11.20,1.46,1.94,14.60,1
Generation2_Scenario20,11.25,1.55,1.72,14.52,1
Generation2_Scenario21,11.24,1.53,2.13,14.90,1
Generation2_Scenario22,11.22,1.71,2.28,15.21,1
Generation2_Scenario23,11.23,1.42,2.39,15.04,1
Generation2_Scenario24,11.21,1.51,2.11,14.83,1
Generation2_Scenario25,11.20,1.40,1.29,13.89,1
Generation2_Scenario26,11.22,1.49,2.12,14.84,1
Generation2_Scenario27,11.24,1.53,2.50,15.27,1
Generation2_Scenario28,11.27,1.47,1.99,14.74,1
Generation2_Scenario29,11.23,1.44,1.61,14.29,1
Generation2_Scenario30,11.25,1.42,1.64,14.32,1
Generation2_Scenario31,11.22,1.46,1.39,14.07,1
Generation2_Scenario32,11.19,1.48,1.62,14.28,1
Generation2_Scenario33,11.22,1.41,1.78,14.41,1
Generation2_Scenario34,11.21,1.40,2.07,14.68,1
Generation2_Scenario35,11.23,1.38,1.83,14.45,1
Generation2_Scenario36,11.24,1.45,2.40,15.09,1
Generation2_Scenario37,11.23,1.44,2.34,15.01,1
Generation2_Scenario38,11.26,1.55,1.81,14.62,1
Generation2_Scenario39,11.23,1.41,1.97,14.61,1
Generation2_Scenario40,11.21,1.53,1.64,14.37,1
Generation2_Scenario41,11.23,1.45,1.87,14.55,1
Generation2_Scenario42,11.25,1.57,1.98,14.80,1
Generation2_Scenario43,11.24,1.48,2.21,14.93,1
Generation2_Scenario44,11.20,1.39,1.60,14.20,1
Generation2_Scenario45,11.23,1.52,1.89,14.63,1
Generation2_Scenario46,11.23,1.45,1.81,14.49,1
Generation2_Scenario47,11.22,2.61,2.09,15.92,1
Generation2_Scenario48,11.22,1.44,2.09,14.76,1
Generation2_Scenario49,11.23,1.40,1.88,14.50,1
Generation2_Scenario50,11.24,1.40,2.68,15.32,1
Generation3_Scenario1,11.23,1.57,1.82,14.63,1
Generation3_Scenario2,11.23,1.52,1.95,14.70,1
Generation3_Scenario3,11.25,1.48,2.25,14.97,1
Generation3_Scenario4,11.22,1.41,1.59,14.23,1
Generation3_Scenario5,11.25,1.41,1.71,14.36,1
Generation3_Scenario6,11.26,1.43,1.87,14.56,1
Generation3_Scenario7,11.21,1.42,2.45,15.08,1
Generation3_Scenario8,11.26,1.70,1.57,14.53,1
Generation3_Scenario9,11.27,1.42,2.71,15.39,1
Generation3_Scenario10,11.26,1.50,1.84,14.60,1
Generation3_Scenario11,11.22,1.51,2.15,14.89,1
Generation3_Scenario12,11.21,1.51,2.18,14.90,1
Generation3_Scenario13,11.25,1.52,1.95,14.72,1
Generation3_Scenario14,11.22,1.59,2.19,14.99,1
Generation3_Scenario15,11.23,1.46,1.45,14.14,1
Generation3_Scenario16,11.26,1.39,1.43,14.08,1
Generation3_Scenario17,11.23,1.45,1.38,14.06,1
Generation3_Scenario18,11.22,1.45,1.75,14.42,1
Generation3_Scenario19,11.25,1.45,1.95,14.66,1
Generation3_Scenario20,11.26,1.41,1.60,14.26,1
Generation3_Scenario21,11.25,1.53,2.04,14.82,1
Generation3_Scenario22,11.23,1.41,2.36,14.99,1
Generation3_Scenario23,11.24,1.54,2.02,14.81,1
Generation3_Scenario24,11.25,1.40,2.08,14.73,1
Generation3_Scenario25,11.20,1.41,1.49,14.11,1
Generation3_Scenario26,11.25,1.41,2.01,14.67,1
Generation3_Scenario27,11.22,1.45,1.95,14.62,1
Generation3_Scenario28,11.24,1.52,2.06,14.82,1
Generation3_Scenario29,11.22,1.47,1.32,14.00,1
Generation3_Scenario30,11.16,1.46,1.69,14.30,1
Generation3_Scenario31,11.21,1.39,1.37,13.96,1
Generation3_Scenario32,11.25,1.42,2.66,15.33,1
Generation3_Scenario33,11.24,1.41,3.07,15.72,1
Generation3_Scenario34,11.20,1.39,1.80,14.39,1
Generation3_Scenario35,11.24,1.51,2.76,15.50,1
Generation3_Scenario36,11.25,1.43,1.90,14.58,1
Generation3_Scenario37,11.21,1.40,2.18,14.78,1
Generation3_Scenario38,11.27,1.39,1.91,14.57,1
Generation3_Scenario39,11.21,1.52,2.01,14.75,1
Generation3_Scenario40,11.23,1.44,1.90,14.57,1
Generation3_Scenario41,11.24,1.45,1.90,14.58,1
Generation3_Scenario42,11.26,1.43,1.92,14.61,1
Generation3_Scenario43,11.22,1.44,1.97,14.63,1
Generation3_Scenario44,11.24,1.42,1.71,14.37,1
Generation3_Scenario45,11.25,1.56,2.18,14.98,1
Generation3_Scenario46,11.21,1.44,1.73,14.37,1
Generation3_Scenario47,11.26,1.44,2.16,14.86,1
Generation3_Scenario48,11.26,1.42,2.26,14.94,1
Generation3_Scenario49,11.23,1.40,2.15,14.78,1
Generation3_Scenario50,11.23,1.46,2.33,15.02,1
Generation4_Scenario1,22.42,2.82,2.98,28.22,2
Generation4_Scenario2,11.22,1.49,1.99,14.70,1
Generation4_Scenario3,11.27,1.58,1.85,14.70,1
Generation4_Scenario4,11.22,1.49,2.48,15.19,1
Generation4_Scenario5,11.25,1.40,1.80,14.46,1
Generation4_Scenario6,11.25,1.55,1.82,14.61,1
Generation4_Scenario7,11.22,1.70,1.85,14.76,1
Generation4_Scenario8,11.22,1.45,2.61,15.28,1
Generation4_Scenario9,11.23,1.43,2.56,15.22,1
Generation4_Scenario10,11.27,1.44,1.73,14.43,1
Generation4_Scenario11,11.21,1.48,2.06,14.74,1
Generation4_Scenario12,11.28,1.40,2.01,14.69,1
Generation4_Scenario13,11.22,1.55,2.00,14.77,1
Generation4_Scenario14,11.27,1.46,1.85,14.57,1
Generation4_Scenario15,11.25,1.45,1.64,14.34,1
Generation4_Scenario16,11.28,1.45,1.76,14.49,1
Generation4_Scenario17,11.22,1.45,1.35,14.02,1
Generation4_Scenario18,11.26,1.44,2.16,14.85,1
Generation4_Scenario19,11.22,1.46,2.21,14.89,1
Generation4_Scenario20,11.22,1.42,2.04,14.68,1
Generation4_Scenario21,11.26,1.63,1.96,14.85,1
Generation4_Scenario22,11.23,1.44,2.43,15.10,1
Generation4_Scenario23,11.26,1.47,2.22,14.95,1
Generation4_Scenario24,11.28,1.40,1.77,14.46,1
Generation4_Scenario25,11.26,1.46,1.39,14.11,1
Generation4_Scenario26,11.25,1.49,2.23,14.97,1
Generation4_Scenario27,11.23,1.44,2.33,15.01,1
Generation4_Scenario28,11.20,1.44,2.78,15.43,1
Generation4_Scenario29,22.50,3.38,2.11,27.98,2
Generation4_Scenario30,11.22,1.42,2.03,14.68,1
Generation4_Scenario31,11.28,1.70,1.72,14.70,1
Generation4_Scenario32,11.22,1.43,1.66,14.32,1
Generation4_Scenario33,11.23,1.45,2.28,14.97,1
Generation4_Scenario34,11.24,1.44,2.28,14.95,1
Generation4_Scenario35,11.24,1.47,1.79,14.50,1
Generation4_Scenario36,11.27,1.50,2.16,14.92,1
Generation4_Scenario37,11.24,1.42,1.92,14.58,1
Generation4_Scenario38,11.27,1.46,1.83,14.56,1
Generation4_Scenario39,11.26,1.39,1.84,14.49,1
Generation4_Scenario40,11.21,1.47,1.64,14.33,1
Generation4_Scenario41,11.27,1.45,1.68,14.40,1
Generation4_Scenario42,11.24,1.44,1.81,14.49,1
Generation4_Scenario43,11.19,1.48,2.40,15.06,1
Generation4_Scenario44,11.23,1.44,1.53,14.21,1
Generation4_Scenario45,22.44,2.96,3.01,28.41,2
Generation4_Scenario46,11.24,1.72,2.18,15.14,1
Generation4_Scenario47,11.24,1.54,2.54,15.33,1
Generation4_Scenario48,11.21,1.48,2.22,14.91,1
Generation4_Scenario49,11.23,1.42,1.94,14.60,1
Generation4_Scenario50,11.19,1.43,2.19,14.82,1
Generation5_Scenario1,11.18,1.50,2.08,14.75,1
Generation5_Scenario2,11.20,1.50,2.17,14.86,1
Generation5_Scenario3,11.21,1.50,1.83,14.54,1
Generation5_Scenario4,11.24,1.48,1.64,14.35,1
Generation5_Scenario5,11.20,1.44,1.62,14.26,1
Generation5_Scenario6,11.26,1.45,2.64,15.35,1
Generation5_Scenario7,11.23,1.44,2.35,15.02,1
Generation5_Scenario8,11.26,1.42,1.53,14.21,1
Generation5_Scenario9,11.26,1.48,2.46,15.20,1
Generation5_Scenario10,11.21,1.46,2.06,14.73,1
Generation5_Scenario11,22.46,2.90,3.51,28.88,2
Generation5_Scenario12,11.27,1.49,2.61,15.36,1
Generation5_Scenario13,11.29,1.42,2.24,14.95,1
Generation5_Scenario14,11.21,1.54,2.19,14.94,1
Generation5_Scenario15,11.21,1.51,1.57,14.29,1
Generation5_Scenario16,11.21,1.48,2.14,14.83,1
Generation5_Scenario17,11.22,1.40,1.60,14.22,1
Generation5_Scenario18,11.26,1.46,1.67,14.39,1
Generation5_Scenario19,11.24,1.47,2.35,15.06,1
Generation5_Scenario20,11.25,1.40,1.81,14.46,1
Generation5_Scenario21,11.25,1.44,2.15,14.84,1
Generation5_Scenario22,11.24,1.43,2.23,14.91,1
Generation5_Scenario23,11.20,1.37,2.07,14.64,1
Generation5_Scenario24,11.22,1.41,2.04,14.67,1
Generation5_Scenario25,11.21,1.47,1.75,14.43,1
Generation5_Scenario26,11.23,1.47,2.40,15.10,1
Generation5_Scenario27,11.21,1.45,2.13,14.80,1
Generation5_Scenario28,22.54,2.77,3.21,28.52,2
Generation5_Scenario29,11.22,1.50,1.26,13.98,1
Generation5_Scenario30,11.24,1.44,2.10,14.77,1
Generation5_Scenario31,11.23,1.38,1.60,14.22,1
Generation5_Scenario32,11.22,1.45,1.65,14.33,1
Generation5_Scenario33,11.22,1.47,1.91,14.60,1
Generation5_Scenario34,11.22,1.41,1.82,14.45,1
Generation5_Scenario35,11.24,1.39,1.77,14.40,1
Generation5_Scenario36,11.22,1.55,2.04,14.82,1
Generation5_Scenario37,11.21,8.42,2.72,22.34,1
Generation5_Scenario38,11.22,1.47,1.68,14.37,1
Generation5_Scenario39,22.47,2.89,2.67,28.03,2
Generation5_Scenario40,11.25,1.40,2.06,14.70,1
Generation5_Scenario41,11.26,1.45,1.98,14.68,1
Generation5_Scenario42,11.22,1.37,2.04,14.62,1
Generation5_Scenario43,11.21,1.50,2.17,14.88,1
Generation5_Scenario44,11.22,1.41,2.16,14.79,1
Generation5_Scenario45,11.24,1.53,2.14,14.92,1
Generation5_Scenario46,11.27,1.34,1.88,14.49,1
Generation5_Scenario47,22.41,2.90,4.06,29.37,2
Generation5_Scenario48,11.21,1.43,2.93,15.57,1
Generation5_Scenario49,11.23,1.49,2.24,14.96,1
Generation5_Scenario50,11.24,1.41,1.97,14.61,1
Generation6_Scenario1,22.47,2.79,2.80,28.06,2
Generation6_Scenario2,11.25,1.55,3.45,16.24,1
Generation6_Scenario3,11.25,1.48,1.93,14.65,1
Generation6_Scenario4,11.25,1.40,1.41,14.06,1
Generation6_Scenario5,11.23,1.39,1.69,14.31,1
Generation6_Scenario6,22.47,2.86,3.06,28.39,2
Generation6_Scenario7,11.21,1.51,1.96,14.68,1
Generation6_Scenario8,11.21,1.46,1.85,14.52,1
Generation6_Scenario9,11.26,1.45,2.96,15.67,1
Generation6_Scenario10,11.25,1.44,1.83,14.51,1
Generation6_Scenario11,11.26,1.49,2.03,14.78,1
Generation6_Scenario12,11.23,1.48,3.27,15.97,1
Generation6_Scenario13,11.25,1.48,2.63,15.35,1
Generation6_Scenario14,11.23,1.39,1.94,14.56,1
Generation6_Scenario15,11.21,1.44,1.99,14.64,1
Generation6_Scenario16,11.24,1.42,1.55,14.21,1
Generation6_Scenario17,11.21,1.43,1.71,14.36,1
Generation6_Scenario18,11.25,1.47,2.02,14.75,1
Generation6_Scenario19,11.24,1.51,1.97,14.71,1
Generation6_Scenario20,11.23,1.46,1.87,14.55,1
Generation6_Scenario21,11.25,1.43,2.28,14.96,1
Generation6_Scenario22,11.25,1.46,2.70,15.41,1
Generation6_Scenario23,11.20,1.48,2.45,15.12,1
Generation6_Scenario24,11.24,1.42,1.58,14.24,1
Generation6_Scenario25,11.24,1.42,1.48,14.14,1
Generation6_Scenario26,11.24,1.46,2.10,14.80,1
Generation6_Scenario27,11.22,1.41,1.88,14.51,1
Generation6_Scenario28,11.25,1.48,2.46,15.19,1
Generation6_Scenario29,11.24,1.40,1.49,14.12,1
Generation6_Scenario30,11.22,1.53,1.54,14.30,1
Generation6_Scenario31,11.22,1.42,1.67,14.32,1
Generation6_Scenario32,11.23,1.44,2.46,15.14,1
Generation6_Scenario33,11.24,1.46,1.78,14.49,1
Generation6_Scenario34,11.23,1.43,1.67,14.33,1
Generation6_Scenario35,11.23,1.55,1.85,14.63,1
Generation6_Scenario36,11.24,1.39,1.96,14.59,1
Generation6_Scenario37,11.22,1.42,1.85,14.48,1
Generation6_Scenario38,11.27,1.41,1.83,14.51,1
Generation6_Scenario39,11.23,1.40,1.99,14.62,1
Generation6_Scenario40,11.24,1.48,2.17,14.89,1
Generation6_Scenario41,11.25,1.47,1.87,14.59,1
Generation6_Scenario42,11.22,1.48,2.18,14.88,1
Generation6_Scenario43,11.25,1.46,2.58,15.28,1
Generation6_Scenario44,11.25,1.47,1.54,14.26,1
Generation6_Scenario45,11.23,1.38,1.74,14.35,1
Generation6_Scenario46,11.20,1.47,1.79,14.46,1
Generation6_Scenario47,11.22,1.47,1.90,14.59,1
Generation6_Scenario48,11.25,1.48,2.18,14.90,1
Generation6_Scenario49,11.24,1.46,1.87,14.58,1
Generation6_Scenario50,11.25,1.37,1.89,14.51,1
Generation7_Scenario1,11.25,1.47,1.69,14.40,1
Generation7_Scenario2,11.27,1.42,1.94,14.63,1
Generation7_Scenario3,11.25,1.58,2.03,14.86,1
Generation7_Scenario4,11.23,1.40,2.00,14.63,1
Generation7_Scenario5,11.23,1.62,2.01,14.85,1
Generation7_Scenario6,11.22,1.43,1.98,14.63,1
Generation7_Scenario7,11.24,1.45,1.89,14.59,1
Generation7_Scenario8,11.27,1.46,1.51,14.24,1
Generation7_Scenario9,11.23,1.45,3.19,15.87,1
Generation7_Scenario10,11.23,1.43,2.14,14.79,1
Generation7_Scenario11,11.23,1.42,1.86,14.51,1
Generation7_Scenario12,11.24,1.48,2.19,14.92,1
Generation7_Scenario13,11.26,1.40,1.87,14.53,1
Generation7_Scenario14,11.22,1.47,1.91,14.60,1
Generation7_Scenario15,11.26,1.53,1.67,14.46,1
Generation7_Scenario16,11.24,1.43,1.89,14.56,1
Generation7_Scenario17,11.27,1.50,1.51,14.28,1
Generation7_Scenario18,11.23,1.45,2.19,14.87,1
Generation7_Scenario19,11.24,1.50,2.92,15.66,1
Generation7_Scenario20,11.21,1.42,2.08,14.72,1
Generation7_Scenario21,11.28,1.44,2.09,14.81,1
Generation7_Scenario22,11.21,1.45,2.41,15.06,1
Generation7_Scenario23,11.24,1.50,2.21,14.95,1
Generation7_Scenario24,11.25,1.43,1.77,14.46,1
Generation7_Scenario25,22.46,2.76,3.16,28.38,2
Generation7_Scenario26,11.18,1.52,2.03,14.74,1
Generation7_Scenario27,11.25,1.46,1.76,14.46,1
Generation7_Scenario28,11.24,1.45,1.77,14.46,1
Generation7_Scenario29,11.25,1.48,1.30,14.02,1
Generation7_Scenario30,11.25,1.44,1.92,14.61,1
Generation7_Scenario31,11.29,1.54,1.66,14.49,1
Generation7_Scenario32,11.22,1.52,1.95,14.69,1
Generation7_Scenario33,11.23,1.43,1.78,14.44,1
Generation7_Scenario34,22.54,2.81,3.41,28.76,2
Generation7_Scenario35,11.26,1.42,1.71,14.39,1
Generation7_Scenario36,11.22,1.46,2.42,15.10,1
Generation7_Scenario37,11.23,1.43,2.30,14.96,1
Generation7_Scenario38,11.22,1.41,1.92,14.56,1
Generation7_Scenario39,11.20,1.51,2.02,14.73,1
Generation7_Scenario40,11.23,1.42,1.73,14.38,1
Generation7_Scenario41,11.22,1.41,2.10,14.74,1
Generation7_Scenario42,11.26,1.42,2.29,14.98,1
Generation7_Scenario43,11.23,1.46,1.95,14.64,1
Generation7_Scenario44,11.23,1.43,1.63,14.29,1
Generation7_Scenario45,11.21,1.50,1.75,14.46,1
Generation7_Scenario46,11.22,1.54,2.87,15.63,1
Generation7_Scenario47,11.21,1.40,2.02,14.63,1
Generation7_Scenario48,11.21,1.45,1.86,14.52,1
Generation7_Scenario49,11.21,1.42,1.97,14.60,1
Generation7_Scenario50,11.22,1.45,2.13,14.80,1
Generation8_Scenario1,11.22,1.47,1.97,14.66,1
Generation8_Scenario2,11.24,1.55,1.93,14.72,1
Generation8_Scenario3,11.19,1.51,1.82,14.52,1
Generation8_Scenario4,22.52,2.91,2.51,27.94,2
Generation8_Scenario5,11.22,1.43,1.59,14.24,1
Generation8_Scenario6,11.23,1.42,2.12,14.77,1
Generation8_Scenario7,11.27,1.49,2.21,14.97,1
Generation8_Scenario8,11.24,1.43,1.84,14.51,1
Generation8_Scenario9,11.22,1.40,2.52,15.14,1
Generation8_Scenario10,11.25,1.56,2.30,15.10,1
Generation8_Scenario11,11.29,1.47,2.11,14.87,1
Generation8_Scenario12,11.21,1.44,1.96,14.61,1
Generation8_Scenario13,11.23,1.43,2.05,14.72,1
Generation8_Scenario14,22.48,3.09,3.48,29.05,2
Generation8_Scenario15,11.24,1.42,2.02,14.69,1
Generation8_Scenario16,11.23,1.40,1.50,14.12,1
Generation8_Scenario17,11.24,1.48,1.47,14.19,1
Generation8_Scenario18,11.25,1.45,2.04,14.74,1
Generation8_Scenario19,11.25,1.48,2.67,15.40,1
Generation8_Scenario20,11.23,1.55,1.75,14.54,1
Generation8_Scenario21,11.24,1.50,2.06,14.81,1
Generation8_Scenario22,11.25,1.44,2.23,14.92,1
Generation8_Scenario23,11.24,1.41,2.26,14.90,1
Generation8_Scenario24,11.25,1.40,2.13,14.78,1
Generation8_Scenario25,11.23,1.50,1.89,14.62,1
Generation8_Scenario26,11.27,1.42,2.46,15.15,1
Generation8_Scenario27,11.24,1.44,1.92,14.60,1
Generation8_Scenario28,11.22,1.44,2.16,14.81,1
Generation8_Scenario29,11.26,1.35,1.32,13.92,1
Generation8_Scenario30,11.24,1.42,1.62,14.28,1
Generation8_Scenario31,11.21,1.44,1.47,14.12,1
Generation8_Scenario32,11.26,1.43,1.92,14.61,1
Generation8_Scenario33,11.21,1.42,1.73,14.36,1
Generation8_Scenario34,11.21,1.42,1.77,14.39,1
Generation8_Scenario35,11.23,1.41,1.83,14.47,1
Generation8_Scenario36,11.21,1.42,1.80,14.42,1
Generation8_Scenario37,11.24,1.42,2.14,14.80,1
Generation8_Scenario38,11.24,1.44,1.60,14.29,1
Generation8_Scenario39,11.25,1.42,1.90,14.57,1
Generation8_Scenario40,11.22,1.40,1.67,14.30,1
Generation8_Scenario41,11.23,1.49,1.93,14.65,1
Generation8_Scenario42,11.21,1.47,2.29,14.97,1
Generation8_Scenario43,11.22,1.54,2.42,15.17,1
Generation8_Scenario44,11.22,1.46,1.53,14.21,1
Generation8_Scenario45,11.22,1.43,2.07,14.72,1
Generation8_Scenario46,11.24,1.52,2.08,14.85,1
Generation8_Scenario47,11.21,1.39,2.05,14.66,1
Generation8_Scenario48,11.26,1.42,2.36,15.04,1
Generation8_Scenario49,11.23,1.39,2.17,14.78,1
Generation8_Scenario50,11.21,1.43,2.16,14.80,1
Generation9_Scenario1,11.25,1.50,1.81,14.56,1
Generation9_Scenario2,11.24,1.54,2.40,15.18,1
Generation9_Scenario3,11.24,1.59,2.08,14.91,1
Generation9_Scenario4,11.20,1.52,1.63,14.35,1
Generation9_Scenario5,11.26,1.42,1.89,14.57,1
Generation9_Scenario6,11.24,1.55,2.13,14.93,1
Generation9_Scenario7,11.24,1.42,1.97,14.63,1
Generation9_Scenario8,11.22,1.54,1.97,14.72,1
Generation9_Scenario9,11.24,1.43,2.13,14.79,1
Generation9_Scenario10,11.22,1.46,2.10,14.78,1
Generation9_Scenario11,11.26,1.42,2.05,14.73,1
Generation9_Scenario12,11.24,1.44,1.94,14.62,1
Generation9_Scenario13,11.26,1.55,2.88,15.69,1
Generation9_Scenario14,11.24,1.59,2.19,15.02,1
Generation9_Scenario15,11.24,1.45,1.95,14.65,1
Generation9_Scenario16,11.22,1.44,1.86,14.52,1
Generation9_Scenario17,11.22,1.44,1.91,14.57,1
Generation9_Scenario18,11.23,1.50,2.04,14.77,1
Generation9_Scenario19,11.25,1.50,2.08,14.83,1
Generation9_Scenario20,123.76,16.13,24.87,164.76,11
Generation9_Scenario21,11.24,1.55,2.55,15.33,1
Generation9_Scenario22,11.24,1.50,2.09,14.83,1
Generation9_Scenario23,11.26,1.45,1.91,14.63,1
Generation9_Scenario24,11.25,1.43,1.96,14.64,1
Generation9_Scenario25,11.23,1.41,1.77,14.41,1
Generation9_Scenario26,11.23,1.45,2.10,14.78,1
Generation9_Scenario27,11.25,1.47,2.14,14.86,1
Generation9_Scenario28,11.25,1.44,2.35,15.04,1
Generation9_Scenario29,11.21,1.47,1.43,14.11,1
Generation9_Scenario30,11.26,1.54,1.65,14.45,1
Generation9_Scenario31,11.24,1.43,1.91,14.58,1
