record_name, violation_type, violation_info, scenario_id, related_options
Generation_2_Config_28_Scenario_1,module,planning failure,1,43#48#99#145
Generation_2_Config_28_Scenario_2,module,planning failure,2,43#48#99#145
Generation_2_Config_28_Scenario_3,module,planning failure,3,43#48#99#145
Generation_2_Config_28_Scenario_4,module,planning failure,4,43#48#99#145
Generation_2_Config_28_Scenario_5,module,planning failure,5,43#48#99#145
Generation_2_Config_28_Scenario_6,collision,292440 : VEHICLE,6,43#48#99#145
Generation_2_Config_28_Scenario_6,collision,678202 : VEHICLE,6,43#48#99#145
Generation_2_Config_28_Scenario_6,module,planning failure,6,43#48#99#145
Generation_2_Config_28_Scenario_7,module,planning failure,7,43#48#99#145
Generation_2_Config_28_Scenario_8,module,planning failure,8,43#48#99#145
Generation_2_Config_28_Scenario_9,module,planning failure,9,43#48#99#145
Generation_2_Config_29_Scenario_0,module,planning failure,0,43#276
Generation_2_Config_29_Scenario_1,module,planning failure,1,43#276
Generation_2_Config_29_Scenario_2,module,planning failure,2,43#276
Generation_2_Config_29_Scenario_3,module,planning failure,3,43#276
Generation_2_Config_29_Scenario_4,module,planning failure,4,43#276
Generation_2_Config_29_Scenario_5,module,planning failure,5,43#276
Generation_2_Config_29_Scenario_6,collision,292440 : VEHICLE,6,43#276
Generation_2_Config_29_Scenario_6,collision,678202 : VEHICLE,6,43#276
Generation_2_Config_29_Scenario_6,module,planning failure,6,43#276
Generation_2_Config_29_Scenario_7,module,planning failure,7,43#276
Generation_2_Config_29_Scenario_8,module,planning failure,8,43#276
Generation_2_Config_29_Scenario_9,module,planning failure,9,43#276
Generation_2_Config_32_Scenario_0,module,planning failure,0,27#43#99#208
Generation_2_Config_32_Scenario_1,module,planning failure,1,27#43#99#208
Generation_2_Config_32_Scenario_2,module,planning failure,2,27#43#99#208
Generation_2_Config_32_Scenario_3,module,planning failure,3,27#43#99#208
Generation_2_Config_32_Scenario_4,module,planning failure,4,27#43#99#208
Generation_2_Config_32_Scenario_5,module,planning failure,5,27#43#99#208
Generation_2_Config_32_Scenario_6,collision,292440 : VEHICLE,6,27#43#99#208
Generation_2_Config_32_Scenario_6,collision,678202 : VEHICLE,6,27#43#99#208
Generation_2_Config_32_Scenario_6,module,planning failure,6,27#43#99#208
Generation_2_Config_32_Scenario_7,module,planning failure,7,27#43#99#208
Generation_2_Config_32_Scenario_8,module,planning failure,8,27#43#99#208
Generation_2_Config_32_Scenario_9,module,planning failure,9,27#43#99#208
Generation_2_Config_33_Scenario_0,module,planning failure,0,99#105#204
Generation_2_Config_33_Scenario_1,module,planning failure,1,99#105#204
Generation_2_Config_33_Scenario_2,module,planning failure,2,99#105#204
Generation_2_Config_33_Scenario_3,module,planning failure,3,99#105#204
Generation_2_Config_33_Scenario_4,module,planning failure,4,99#105#204
Generation_2_Config_33_Scenario_5,module,planning failure,5,99#105#204
Generation_2_Config_33_Scenario_6,collision,292440 : VEHICLE,6,99#105#204
Generation_2_Config_33_Scenario_6,collision,678202 : VEHICLE,6,99#105#204
Generation_2_Config_33_Scenario_6,module,planning failure,6,99#105#204
Generation_2_Config_33_Scenario_7,module,planning failure,7,99#105#204
Generation_2_Config_33_Scenario_8,module,planning failure,8,99#105#204
Generation_2_Config_33_Scenario_9,module,planning failure,9,99#105#204
Generation_2_Config_34_Scenario_0,module,planning failure,0,43#99#100#208
Generation_2_Config_34_Scenario_1,module,planning failure,1,43#99#100#208
Generation_2_Config_34_Scenario_2,module,planning failure,2,43#99#100#208
Generation_2_Config_34_Scenario_3,module,planning failure,3,43#99#100#208
Generation_2_Config_34_Scenario_4,module,planning failure,4,43#99#100#208
Generation_2_Config_34_Scenario_5,module,planning failure,5,43#99#100#208
Generation_2_Config_34_Scenario_6,collision,292440 : VEHICLE,6,43#99#100#208
Generation_2_Config_34_Scenario_6,collision,678202 : VEHICLE,6,43#99#100#208
Generation_2_Config_34_Scenario_6,module,planning failure,6,43#99#100#208
Generation_2_Config_34_Scenario_7,module,planning failure,7,43#99#100#208
Generation_2_Config_34_Scenario_8,module,planning failure,8,43#99#100#208
Generation_2_Config_34_Scenario_9,module,planning failure,9,43#99#100#208
Generation_2_Config_35_Scenario_0,module,planning failure,0,43#99#105
Generation_2_Config_35_Scenario_1,module,planning failure,1,43#99#105
Generation_2_Config_35_Scenario_2,module,planning failure,2,43#99#105
Generation_2_Config_35_Scenario_3,module,planning failure,3,43#99#105
Generation_2_Config_35_Scenario_4,module,planning failure,4,43#99#105
Generation_2_Config_35_Scenario_5,module,planning failure,5,43#99#105
Generation_2_Config_35_Scenario_6,collision,292440 : VEHICLE,6,43#99#105
Generation_2_Config_35_Scenario_6,collision,678202 : VEHICLE,6,43#99#105
Generation_2_Config_35_Scenario_6,module,planning failure,6,43#99#105
Generation_2_Config_35_Scenario_7,module,planning failure,7,43#99#105
Generation_2_Config_35_Scenario_8,module,planning failure,8,43#99#105
Generation_2_Config_35_Scenario_9,module,planning failure,9,43#99#105
Generation_2_Config_37_Scenario_0,module,planning failure,0,43#48#99#225
Generation_2_Config_37_Scenario_1,module,planning failure,1,43#48#99#225
Generation_2_Config_37_Scenario_2,module,planning failure,2,43#48#99#225
Generation_2_Config_37_Scenario_3,module,planning failure,3,43#48#99#225
Generation_2_Config_37_Scenario_4,module,planning failure,4,43#48#99#225
Generation_2_Config_37_Scenario_5,module,planning failure,5,43#48#99#225
Generation_2_Config_37_Scenario_6,collision,292440 : VEHICLE,6,43#48#99#225
Generation_2_Config_37_Scenario_6,collision,678202 : VEHICLE,6,43#48#99#225
Generation_2_Config_37_Scenario_6,module,planning failure,6,43#48#99#225
Generation_2_Config_37_Scenario_7,module,planning failure,7,43#48#99#225
Generation_2_Config_37_Scenario_8,module,planning failure,8,43#48#99#225
Generation_2_Config_37_Scenario_9,module,planning failure,9,43#48#99#225
Generation_2_Config_38_Scenario_0,module,planning failure,0,43#99#123#208
Generation_2_Config_38_Scenario_1,module,planning failure,1,43#99#123#208
Generation_2_Config_38_Scenario_2,module,planning failure,2,43#99#123#208
Generation_2_Config_38_Scenario_3,module,planning failure,3,43#99#123#208
Generation_2_Config_38_Scenario_4,module,planning failure,4,43#99#123#208
Generation_2_Config_38_Scenario_5,module,planning failure,5,43#99#123#208
Generation_2_Config_38_Scenario_6,collision,292440 : VEHICLE,6,43#99#123#208
Generation_2_Config_38_Scenario_6,collision,678202 : VEHICLE,6,43#99#123#208
Generation_2_Config_38_Scenario_6,module,planning failure,6,43#99#123#208
Generation_2_Config_38_Scenario_7,module,planning failure,7,43#99#123#208
Generation_2_Config_38_Scenario_8,module,planning failure,8,43#99#123#208
Generation_2_Config_38_Scenario_9,module,planning failure,9,43#99#123#208
Generation_2_Config_39_Scenario_0,module,planning failure,0,43#99#170
Generation_2_Config_39_Scenario_1,module,planning failure,1,43#99#170
Generation_2_Config_39_Scenario_2,module,planning failure,2,43#99#170
Generation_2_Config_39_Scenario_3,module,planning failure,3,43#99#170
Generation_2_Config_39_Scenario_4,module,planning failure,4,43#99#170
Generation_2_Config_39_Scenario_5,module,planning failure,5,43#99#170
Generation_2_Config_39_Scenario_6,collision,292440 : VEHICLE,6,43#99#170
Generation_2_Config_39_Scenario_6,collision,678202 : VEHICLE,6,43#99#170
Generation_2_Config_39_Scenario_6,module,planning failure,6,43#99#170
Generation_2_Config_39_Scenario_7,module,planning failure,7,43#99#170
Generation_2_Config_39_Scenario_8,module,planning failure,8,43#99#170
Generation_2_Config_39_Scenario_9,module,planning failure,9,43#99#170
Generation_2_Config_41_Scenario_0,module,planning failure,0,43#99#140#208
Generation_2_Config_41_Scenario_1,module,planning failure,1,43#99#140#208
Generation_2_Config_41_Scenario_2,module,planning failure,2,43#99#140#208
Generation_2_Config_41_Scenario_3,module,planning failure,3,43#99#140#208
Generation_2_Config_41_Scenario_4,module,planning failure,4,43#99#140#208
Generation_2_Config_41_Scenario_5,module,planning failure,5,43#99#140#208
Generation_2_Config_41_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208
Generation_2_Config_41_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208
Generation_2_Config_41_Scenario_6,module,planning failure,6,43#99#140#208
Generation_2_Config_41_Scenario_7,module,planning failure,7,43#99#140#208
Generation_2_Config_41_Scenario_8,module,planning failure,8,43#99#140#208
Generation_2_Config_41_Scenario_9,module,planning failure,9,43#99#140#208
Generation_2_Config_42_Scenario_0,module,planning failure,0,43#99#230#247
Generation_2_Config_42_Scenario_1,module,planning failure,1,43#99#230#247
Generation_2_Config_42_Scenario_2,module,planning failure,2,43#99#230#247
Generation_2_Config_42_Scenario_3,module,planning failure,3,43#99#230#247
Generation_2_Config_42_Scenario_4,module,planning failure,4,43#99#230#247
Generation_2_Config_42_Scenario_5,module,planning failure,5,43#99#230#247
Generation_2_Config_42_Scenario_6,collision,292440 : VEHICLE,6,43#99#230#247
Generation_2_Config_42_Scenario_6,collision,678202 : VEHICLE,6,43#99#230#247
Generation_2_Config_42_Scenario_6,module,planning failure,6,43#99#230#247
Generation_2_Config_42_Scenario_7,module,planning failure,7,43#99#230#247
Generation_2_Config_42_Scenario_8,module,planning failure,8,43#99#230#247
Generation_2_Config_42_Scenario_9,module,planning failure,9,43#99#230#247
Generation_2_Config_43_Scenario_0,module,planning failure,0,43#45#99
Generation_2_Config_43_Scenario_1,module,planning failure,1,43#45#99
Generation_2_Config_43_Scenario_2,module,planning failure,2,43#45#99
Generation_2_Config_43_Scenario_3,module,planning failure,3,43#45#99
Generation_2_Config_43_Scenario_4,module,planning failure,4,43#45#99
Generation_2_Config_43_Scenario_5,module,planning failure,5,43#45#99
Generation_2_Config_43_Scenario_6,collision,292440 : VEHICLE,6,43#45#99
Generation_2_Config_43_Scenario_6,collision,678202 : VEHICLE,6,43#45#99
Generation_2_Config_43_Scenario_6,module,planning failure,6,43#45#99
Generation_2_Config_43_Scenario_7,module,planning failure,7,43#45#99
Generation_2_Config_43_Scenario_8,module,planning failure,8,43#45#99
Generation_2_Config_43_Scenario_9,module,planning failure,9,43#45#99
Generation_2_Config_45_Scenario_0,module,planning failure,0,43#99#207
Generation_2_Config_45_Scenario_1,module,planning failure,1,43#99#207
Generation_2_Config_45_Scenario_2,module,planning failure,2,43#99#207
Generation_2_Config_45_Scenario_3,module,planning failure,3,43#99#207
Generation_2_Config_45_Scenario_4,module,planning failure,4,43#99#207
Generation_2_Config_45_Scenario_5,module,planning failure,5,43#99#207
Generation_2_Config_45_Scenario_6,collision,292440 : VEHICLE,6,43#99#207
Generation_2_Config_45_Scenario_6,collision,678202 : VEHICLE,6,43#99#207
Generation_2_Config_45_Scenario_6,module,planning failure,6,43#99#207
Generation_2_Config_45_Scenario_7,module,planning failure,7,43#99#207
Generation_2_Config_45_Scenario_8,module,planning failure,8,43#99#207
Generation_2_Config_45_Scenario_9,module,planning failure,9,43#99#207
Generation_2_Config_46_Scenario_0,module,planning failure,0,43#99#103
Generation_2_Config_46_Scenario_1,module,planning failure,1,43#99#103
Generation_2_Config_46_Scenario_2,module,planning failure,2,43#99#103
Generation_2_Config_46_Scenario_3,module,planning failure,3,43#99#103
Generation_2_Config_46_Scenario_4,module,planning failure,4,43#99#103
Generation_2_Config_46_Scenario_5,module,planning failure,5,43#99#103
Generation_2_Config_46_Scenario_6,collision,292440 : VEHICLE,6,43#99#103
Generation_2_Config_46_Scenario_6,collision,678202 : VEHICLE,6,43#99#103
Generation_2_Config_46_Scenario_6,module,planning failure,6,43#99#103
Generation_2_Config_46_Scenario_7,module,planning failure,7,43#99#103
Generation_2_Config_46_Scenario_8,module,planning failure,8,43#99#103
Generation_2_Config_46_Scenario_9,module,planning failure,9,43#99#103
Generation_2_Config_49_Scenario_0,module,planning failure,0,99#227
Generation_2_Config_49_Scenario_1,module,planning failure,1,99#227
Generation_2_Config_49_Scenario_2,module,planning failure,2,99#227
Generation_2_Config_49_Scenario_3,module,planning failure,3,99#227
Generation_2_Config_49_Scenario_4,module,planning failure,4,99#227
Generation_2_Config_49_Scenario_5,module,planning failure,5,99#227
Generation_2_Config_49_Scenario_6,collision,292440 : VEHICLE,6,99#227
Generation_2_Config_49_Scenario_6,collision,678202 : VEHICLE,6,99#227
Generation_2_Config_49_Scenario_6,module,planning failure,6,99#227
Generation_2_Config_49_Scenario_7,module,planning failure,7,99#227
Generation_2_Config_49_Scenario_8,module,planning failure,8,99#227
Generation_2_Config_49_Scenario_9,module,planning failure,9,99#227
Generation_2_Config_51_Scenario_0,module,planning failure,0,43#49#99
Generation_2_Config_51_Scenario_1,module,planning failure,1,43#49#99
Generation_2_Config_51_Scenario_2,module,planning failure,2,43#49#99
Generation_2_Config_51_Scenario_3,module,planning failure,3,43#49#99
Generation_2_Config_51_Scenario_4,module,planning failure,4,43#49#99
Generation_2_Config_51_Scenario_5,module,planning failure,5,43#49#99
Generation_2_Config_51_Scenario_6,collision,292440 : VEHICLE,6,43#49#99
Generation_2_Config_51_Scenario_6,collision,678202 : VEHICLE,6,43#49#99
Generation_2_Config_51_Scenario_6,module,planning failure,6,43#49#99
Generation_2_Config_51_Scenario_7,module,planning failure,7,43#49#99
Generation_2_Config_51_Scenario_8,module,planning failure,8,43#49#99
Generation_2_Config_51_Scenario_9,module,planning failure,9,43#49#99
Generation_3_Config_1_Scenario_0,module,planning failure,0,43#93#99#208
Generation_3_Config_1_Scenario_1,module,planning failure,1,43#93#99#208
Generation_3_Config_1_Scenario_2,module,planning failure,2,43#93#99#208
Generation_3_Config_1_Scenario_3,module,planning failure,3,43#93#99#208
Generation_3_Config_1_Scenario_4,module,planning failure,4,43#93#99#208
Generation_3_Config_1_Scenario_5,module,planning failure,5,43#93#99#208
Generation_3_Config_1_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#208
Generation_3_Config_1_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#208
Generation_3_Config_1_Scenario_6,module,planning failure,6,43#93#99#208
Generation_3_Config_1_Scenario_7,module,planning failure,7,43#93#99#208
Generation_3_Config_1_Scenario_8,module,planning failure,8,43#93#99#208
Generation_3_Config_1_Scenario_9,module,planning failure,9,43#93#99#208
Generation_3_Config_2_Scenario_2,module,planning failure,2,43#99#208
Generation_3_Config_2_Scenario_3,module,planning failure,3,43#99#208
Generation_3_Config_2_Scenario_4,module,planning failure,4,43#99#208
Generation_3_Config_2_Scenario_5,module,planning failure,5,43#99#208
Generation_3_Config_2_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_3_Config_2_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_3_Config_2_Scenario_6,module,planning failure,6,43#99#208
Generation_3_Config_2_Scenario_7,module,planning failure,7,43#99#208
Generation_3_Config_2_Scenario_8,module,planning failure,8,43#99#208
Generation_3_Config_2_Scenario_9,module,planning failure,9,43#99#208
Generation_3_Config_3_Scenario_0,module,planning failure,0,43#93#99#208
Generation_3_Config_3_Scenario_1,module,planning failure,1,43#93#99#208
Generation_3_Config_3_Scenario_2,module,planning failure,2,43#93#99#208
Generation_3_Config_3_Scenario_3,module,planning failure,3,43#93#99#208
Generation_3_Config_3_Scenario_4,module,planning failure,4,43#93#99#208
Generation_3_Config_3_Scenario_5,module,planning failure,5,43#93#99#208
Generation_3_Config_3_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#208
Generation_3_Config_3_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#208
Generation_3_Config_3_Scenario_6,module,planning failure,6,43#93#99#208
Generation_3_Config_3_Scenario_7,module,planning failure,7,43#93#99#208
Generation_3_Config_3_Scenario_8,module,planning failure,8,43#93#99#208
Generation_3_Config_3_Scenario_9,module,planning failure,9,43#93#99#208
Generation_3_Config_4_Scenario_0,module,planning failure,0,43#99#208
Generation_3_Config_4_Scenario_1,module,planning failure,1,43#99#208
Generation_3_Config_4_Scenario_2,module,planning failure,2,43#99#208
Generation_3_Config_4_Scenario_3,module,planning failure,3,43#99#208
Generation_3_Config_4_Scenario_4,module,planning failure,4,43#99#208
Generation_3_Config_4_Scenario_5,module,planning failure,5,43#99#208
Generation_3_Config_4_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_3_Config_4_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_3_Config_4_Scenario_6,module,planning failure,6,43#99#208
Generation_3_Config_4_Scenario_7,module,planning failure,7,43#99#208
Generation_3_Config_4_Scenario_8,module,planning failure,8,43#99#208
Generation_3_Config_4_Scenario_9,module,planning failure,9,43#99#208
Generation_3_Config_5_Scenario_0,module,planning failure,0,99#204
Generation_3_Config_5_Scenario_1,module,planning failure,1,99#204
Generation_3_Config_5_Scenario_2,module,planning failure,2,99#204
Generation_3_Config_5_Scenario_3,module,planning failure,3,99#204
Generation_3_Config_5_Scenario_4,module,planning failure,4,99#204
Generation_3_Config_5_Scenario_5,module,planning failure,5,99#204
Generation_3_Config_5_Scenario_6,collision,292440 : VEHICLE,6,99#204
Generation_3_Config_5_Scenario_6,collision,678202 : VEHICLE,6,99#204
Generation_3_Config_5_Scenario_6,module,planning failure,6,99#204
Generation_3_Config_5_Scenario_7,module,planning failure,7,99#204
Generation_3_Config_5_Scenario_8,module,planning failure,8,99#204
Generation_3_Config_5_Scenario_9,module,planning failure,9,99#204
Generation_3_Config_6_Scenario_0,module,planning failure,0,43#99
Generation_3_Config_6_Scenario_1,module,planning failure,1,43#99
Generation_3_Config_6_Scenario_2,module,planning failure,2,43#99
Generation_3_Config_6_Scenario_3,module,planning failure,3,43#99
Generation_3_Config_6_Scenario_4,module,planning failure,4,43#99
Generation_3_Config_6_Scenario_5,module,planning failure,5,43#99
Generation_3_Config_6_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_3_Config_6_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_3_Config_6_Scenario_6,module,planning failure,6,43#99
Generation_3_Config_6_Scenario_7,module,planning failure,7,43#99
Generation_3_Config_6_Scenario_8,module,planning failure,8,43#99
Generation_3_Config_6_Scenario_9,module,planning failure,9,43#99
Generation_3_Config_7_Scenario_0,module,planning failure,0,43#99#140#208
Generation_3_Config_7_Scenario_1,module,planning failure,1,43#99#140#208
Generation_3_Config_7_Scenario_2,module,planning failure,2,43#99#140#208
Generation_3_Config_7_Scenario_3,module,planning failure,3,43#99#140#208
Generation_3_Config_7_Scenario_4,module,planning failure,4,43#99#140#208
Generation_3_Config_7_Scenario_5,module,planning failure,5,43#99#140#208
Generation_3_Config_7_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208
Generation_3_Config_7_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208
Generation_3_Config_7_Scenario_6,module,planning failure,6,43#99#140#208
Generation_3_Config_7_Scenario_7,module,planning failure,7,43#99#140#208
Generation_3_Config_7_Scenario_8,module,planning failure,8,43#99#140#208
Generation_3_Config_7_Scenario_9,module,planning failure,9,43#99#140#208
Generation_3_Config_8_Scenario_0,module,planning failure,0,43#93#99#208
Generation_3_Config_8_Scenario_1,module,planning failure,1,43#93#99#208
Generation_3_Config_8_Scenario_2,module,planning failure,2,43#93#99#208
Generation_3_Config_8_Scenario_3,module,planning failure,3,43#93#99#208
Generation_3_Config_8_Scenario_4,module,planning failure,4,43#93#99#208
Generation_3_Config_8_Scenario_5,module,planning failure,5,43#93#99#208
Generation_3_Config_8_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#208
Generation_3_Config_8_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#208
Generation_3_Config_8_Scenario_6,module,planning failure,6,43#93#99#208
Generation_3_Config_8_Scenario_7,module,planning failure,7,43#93#99#208
Generation_3_Config_8_Scenario_8,module,planning failure,8,43#93#99#208
Generation_3_Config_8_Scenario_9,module,planning failure,9,43#93#99#208
Generation_3_Config_9_Scenario_0,module,planning failure,0,43#99#208
Generation_3_Config_9_Scenario_1,module,planning failure,1,43#99#208
Generation_3_Config_9_Scenario_2,module,planning failure,2,43#99#208
Generation_3_Config_9_Scenario_3,module,planning failure,3,43#99#208
Generation_3_Config_9_Scenario_4,module,planning failure,4,43#99#208
Generation_3_Config_9_Scenario_5,module,planning failure,5,43#99#208
Generation_3_Config_9_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_3_Config_9_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_3_Config_9_Scenario_6,module,planning failure,6,43#99#208
Generation_3_Config_9_Scenario_7,module,planning failure,7,43#99#208
Generation_3_Config_9_Scenario_8,module,planning failure,8,43#99#208
Generation_3_Config_9_Scenario_9,module,planning failure,9,43#99#208
Generation_3_Config_10_Scenario_0,module,planning failure,0,43#99#140#208
Generation_3_Config_10_Scenario_1,module,planning failure,1,43#99#140#208
Generation_3_Config_10_Scenario_2,module,planning failure,2,43#99#140#208
Generation_3_Config_10_Scenario_3,module,planning failure,3,43#99#140#208
Generation_3_Config_10_Scenario_4,module,planning failure,4,43#99#140#208
Generation_3_Config_10_Scenario_5,module,planning failure,5,43#99#140#208
Generation_3_Config_10_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208
Generation_3_Config_10_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208
